;FIG;Weinstock
3155;FIG|691.12.PEG.3926;BA890_RS15645
3156;FIG|691.12.PEG.3927;BA890_RS15650
3157;FIG|691.12.PEG.3928;BA890_RS15655
3158;FIG|691.12.PEG.3929;BA890_RS15660
3159;FIG|691.12.PEG.3930;BA890_RS15665
3160;FIG|691.12.PEG.3931;BA890_RS15670
3161;FIG|691.12.PEG.3932;BA890_RS15675
3162;FIG|691.12.PEG.3933;BA890_RS15680
3163;FIG|691.12.PEG.3934;BA890_RS15685
3164;FIG|691.12.PEG.3935;BA890_RS15690
3165;FIG|691.12.PEG.3936;BA890_RS15695
3166;FIG|691.12.PEG.3937;BA890_RS15700
3167;FIG|691.12.PEG.3938;BA890_RS15705
3168;FIG|691.12.PEG.3939;BA890_RS15710
3169;FIG|691.12.PEG.394;BA890_RS11050
3170;FIG|691.12.PEG.3940;BA890_RS15715
3171;FIG|691.12.PEG.3942;BA890_RS15720
3172;FIG|691.12.PEG.3943;BA890_RS15725
3173;FIG|691.12.PEG.3944;BA890_RS15735
3174;FIG|691.12.PEG.3946;BA890_RS15740
3175;FIG|691.12.PEG.3947;BA890_RS15745
3176;FIG|691.12.PEG.3948;BA890_RS15750
3177;FIG|691.12.PEG.3949;BA890_RS15765
3178;FIG|691.12.PEG.395;BA890_RS11045
3179;FIG|691.12.PEG.3950;BA890_RS15770
3180;FIG|691.12.PEG.3951;BA890_RS15775
3181;FIG|691.12.PEG.3952;BA890_RS15780
3182;FIG|691.12.PEG.3953;BA890_RS15785
3183;FIG|691.12.PEG.3954;BA890_RS15790
3184;FIG|691.12.PEG.3955;BA890_RS15795
3185;FIG|691.12.PEG.3956;BA890_RS15810
3186;FIG|691.12.PEG.3957;BA890_RS15815
3187;FIG|691.12.PEG.3958;BA890_RS15820
3188;FIG|691.12.PEG.3959;BA890_RS15825
3189;FIG|691.12.PEG.3960;BA890_RS15830
3190;FIG|691.12.PEG.3961;BA890_RS15835
3191;FIG|691.12.PEG.3962;BA890_RS15840
3192;FIG|691.12.PEG.3963;BA890_RS15845
3193;FIG|691.12.PEG.3964;BA890_RS15850
3194;FIG|691.12.PEG.3965;BA890_RS15855
3195;FIG|691.12.PEG.3966;BA890_RS15860
3196;FIG|691.12.PEG.3967;BA890_RS15870
3197;FIG|691.12.PEG.3968;BA890_RS15875
3198;FIG|691.12.PEG.3969;BA890_RS15880
3199;FIG|691.12.PEG.397;BA890_RS11040
3200;FIG|691.12.PEG.3970;BA890_RS15885
3201;FIG|691.12.PEG.3971;BA890_RS15890
3202;FIG|691.12.PEG.3972;BA890_RS15895
3203;FIG|691.12.PEG.3973;BA890_RS15900
3204;FIG|691.12.PEG.3974;BA890_RS15905
3205;FIG|691.12.PEG.3975;BA890_RS15910
3206;FIG|691.12.PEG.3976;BA890_RS15915
3207;FIG|691.12.PEG.3977;BA890_RS15920
3208;FIG|691.12.PEG.3978;BA890_RS15925
3209;FIG|691.12.PEG.3979;BA890_RS15930
3210;FIG|691.12.PEG.398;BA890_RS11035
3211;FIG|691.12.PEG.3980;BA890_RS15935
3212;FIG|691.12.PEG.3981;BA890_RS15940
3213;FIG|691.12.PEG.3982;BA890_RS15945
3214;FIG|691.12.PEG.3983;BA890_RS15950
3215;FIG|691.12.PEG.3984;BA890_RS15955
3216;FIG|691.12.PEG.3985;BA890_RS15960
3217;FIG|691.12.PEG.3986;BA890_RS15965
3218;FIG|691.12.PEG.3987;BA890_RS15970
3219;FIG|691.12.PEG.3988;BA890_RS15975
3220;FIG|691.12.PEG.3989;BA890_RS15980
3221;FIG|691.12.PEG.399;BA890_RS11030
3222;FIG|691.12.PEG.3990;BA890_RS15985
3223;FIG|691.12.PEG.3991;BA890_RS15990
3224;FIG|691.12.PEG.3992;BA890_RS15995
3225;FIG|691.12.PEG.3993;BA890_RS16000
3226;FIG|691.12.PEG.3994;BA890_RS16005
3227;FIG|691.12.PEG.3995;BA890_RS16010
3228;FIG|691.12.PEG.3996;BA890_RS16015
3229;FIG|691.12.PEG.3997;BA890_RS16020
3230;FIG|691.12.PEG.3998;BA890_RS16025
3231;FIG|691.12.PEG.3999;BA890_RS16030
3232;FIG|691.12.PEG.4;BA890_RS14085
3233;FIG|691.12.PEG.40;BA890_RS12975
3234;FIG|691.12.PEG.400;BA890_RS11025
3235;FIG|691.12.PEG.4000;BA890_RS16035
3236;FIG|691.12.PEG.4001;BA890_RS16040
3237;FIG|691.12.PEG.4002;BA890_RS16045
3238;FIG|691.12.PEG.4003;BA890_RS16050
3239;FIG|691.12.PEG.4004;BA890_RS16055
3240;FIG|691.12.PEG.4005;BA890_RS16060
3241;FIG|691.12.PEG.4006;BA890_RS23560
3242;FIG|691.12.PEG.4007;BA890_RS16065
3243;FIG|691.12.PEG.4008;BA890_RS16070
3244;FIG|691.12.PEG.4009;BA890_RS16075
3245;FIG|691.12.PEG.401;BA890_RS11020
3246;FIG|691.12.PEG.4011;BA890_RS16085
3247;FIG|691.12.PEG.4012;BA890_RS16090
3248;FIG|691.12.PEG.4013;BA890_RS16095
3249;FIG|691.12.PEG.4014;BA890_RS16100
3250;FIG|691.12.PEG.4015;BA890_RS16105
3251;FIG|691.12.PEG.4016;BA890_RS16110
3252;FIG|691.12.PEG.4017;BA890_RS16115
3253;FIG|691.12.PEG.4018;BA890_RS16120
3254;FIG|691.12.PEG.4019;BA890_RS16125
3255;FIG|691.12.PEG.402;BA890_RS11015
3256;FIG|691.12.PEG.4020;BA890_RS16130
3257;FIG|691.12.PEG.4021;BA890_RS16135
3258;FIG|691.12.PEG.4022;BA890_RS16140
3259;FIG|691.12.PEG.4023;BA890_RS16145
3260;FIG|691.12.PEG.4024;BA890_RS16150
3261;FIG|691.12.PEG.4025;BA890_RS16155
3262;FIG|691.12.PEG.4026;BA890_RS16160
3263;FIG|691.12.PEG.4027;BA890_RS16165
3264;FIG|691.12.PEG.4028;BA890_RS16170
3265;FIG|691.12.PEG.4029;BA890_RS16175
3266;FIG|691.12.PEG.403;BA890_RS11010
3267;FIG|691.12.PEG.4030;BA890_RS16180
3268;FIG|691.12.PEG.4031;BA890_RS16185
3269;FIG|691.12.PEG.4032;BA890_RS16190
3270;FIG|691.12.PEG.4033;BA890_RS16195
3271;FIG|691.12.PEG.4034;BA890_RS16200
3272;FIG|691.12.PEG.4035;BA890_RS16205
3273;FIG|691.12.PEG.4036;BA890_RS16210
3274;FIG|691.12.PEG.4037;BA890_RS16215
3275;FIG|691.12.PEG.4038;BA890_RS16220
3276;FIG|691.12.PEG.4039;BA890_RS16225
3277;FIG|691.12.PEG.404;BA890_RS11005
3278;FIG|691.12.PEG.4040;BA890_RS16230
3279;FIG|691.12.PEG.4041;BA890_RS16235
3280;FIG|691.12.PEG.4043;BA890_RS16240
3281;FIG|691.12.PEG.4044;BA890_RS16245
3282;FIG|691.12.PEG.4046;BA890_RS16250
3283;FIG|691.12.PEG.4047;BA890_RS16255
3284;FIG|691.12.PEG.4048;BA890_RS16260
3285;FIG|691.12.PEG.4049;BA890_RS16265
3286;FIG|691.12.PEG.405;BA890_RS11000
3287;FIG|691.12.PEG.4050;BA890_RS16270
3288;FIG|691.12.PEG.4051;BA890_RS16275
3289;FIG|691.12.PEG.4052;BA890_RS16280
3290;FIG|691.12.PEG.4053;BA890_RS16285
3291;FIG|691.12.PEG.4054;BA890_RS16290
3292;FIG|691.12.PEG.4055;BA890_RS16295
3293;FIG|691.12.PEG.4056;BA890_RS16300
3294;FIG|691.12.PEG.4057;BA890_RS16305
3295;FIG|691.12.PEG.4058;BA890_RS16310
3296;FIG|691.12.PEG.4059;BA890_RS16315
3297;FIG|691.12.PEG.406;BA890_RS10995
3298;FIG|691.12.PEG.4060;BA890_RS16320
3299;FIG|691.12.PEG.4061;BA890_RS16325
3300;FIG|691.12.PEG.4063;BA890_RS16330
3301;FIG|691.12.PEG.4064;BA890_RS16335
3302;FIG|691.12.PEG.4065;BA890_RS16340
3303;FIG|691.12.PEG.4066;BA890_RS16345
3304;FIG|691.12.PEG.4067;BA890_RS16350
3305;FIG|691.12.PEG.4068;BA890_RS16355
3306;FIG|691.12.PEG.4069;BA890_RS16360
3307;FIG|691.12.PEG.407;BA890_RS10990
3308;FIG|691.12.PEG.4070;BA890_RS16365
3309;FIG|691.12.PEG.4071;BA890_RS16370
3310;FIG|691.12.PEG.4072;BA890_RS16375
3311;FIG|691.12.PEG.4073;BA890_RS16380
3312;FIG|691.12.PEG.4074;BA890_RS16385
3313;FIG|691.12.PEG.4075;BA890_RS16390
3314;FIG|691.12.PEG.4076;BA890_RS16395
3315;FIG|691.12.PEG.4077;BA890_RS16400
3316;FIG|691.12.PEG.4078;BA890_RS16405
3317;FIG|691.12.PEG.4079;BA890_RS16410
3318;FIG|691.12.PEG.408;BA890_RS10985
3319;FIG|691.12.PEG.4080;BA890_RS16415
3320;FIG|691.12.PEG.4081;BA890_RS16420
3321;FIG|691.12.PEG.4082;BA890_RS16425
3322;FIG|691.12.PEG.4083;BA890_RS16430
3323;FIG|691.12.PEG.4084;BA890_RS16435
3324;FIG|691.12.PEG.4085;BA890_RS16440
3325;FIG|691.12.PEG.4086;BA890_RS16445
3326;FIG|691.12.PEG.4087;BA890_RS16450
3327;FIG|691.12.PEG.4088;BA890_RS16455
3328;FIG|691.12.PEG.4089;BA890_RS16460
3329;FIG|691.12.PEG.409;BA890_RS10980
3330;FIG|691.12.PEG.4090;BA890_RS16465
3331;FIG|691.12.PEG.4091;BA890_RS16470
3332;FIG|691.12.PEG.4092;BA890_RS16475
3333;FIG|691.12.PEG.4093;BA890_RS16480
3334;FIG|691.12.PEG.4094;BA890_RS16485
3335;FIG|691.12.PEG.4095;BA890_RS16490
3336;FIG|691.12.PEG.4096;BA890_RS16495
3337;FIG|691.12.PEG.4097;BA890_RS16500
3338;FIG|691.12.PEG.4098;BA890_RS16505
3339;FIG|691.12.PEG.4099;BA890_RS16510
3340;FIG|691.12.PEG.41;BA890_RS12970
3341;FIG|691.12.PEG.410;BA890_RS10975
3342;FIG|691.12.PEG.4100;BA890_RS16515
3343;FIG|691.12.PEG.4101;BA890_RS16520
3344;FIG|691.12.PEG.4102;BA890_RS16525
3345;FIG|691.12.PEG.4103;BA890_RS16530
3346;FIG|691.12.PEG.4104;BA890_RS16535
3347;FIG|691.12.PEG.4105;BA890_RS16540
3348;FIG|691.12.PEG.4106;BA890_RS16545
3349;FIG|691.12.PEG.4107;BA890_RS16550
3350;FIG|691.12.PEG.4108;BA890_RS16555
3351;FIG|691.12.PEG.4109;BA890_RS16560
3352;FIG|691.12.PEG.411;BA890_RS10970
3353;FIG|691.12.PEG.4110;BA890_RS16565
3354;FIG|691.12.PEG.4111;BA890_RS16570
3355;FIG|691.12.PEG.4112;BA890_RS16575
3356;FIG|691.12.PEG.4113;BA890_RS16580
3357;FIG|691.12.PEG.4114;BA890_RS16585
3358;FIG|691.12.PEG.4115;BA890_RS16590
3359;FIG|691.12.PEG.4116;BA890_RS16595
3360;FIG|691.12.PEG.4117;BA890_RS16600
3361;FIG|691.12.PEG.4118;BA890_RS16605
3362;FIG|691.12.PEG.4119;BA890_RS16610
3363;FIG|691.12.PEG.412;BA890_RS10965
3364;FIG|691.12.PEG.4120;BA890_RS16615
3365;FIG|691.12.PEG.4121;BA890_RS16620
3366;FIG|691.12.PEG.4122;BA890_RS16625
3367;FIG|691.12.PEG.4123;BA890_RS16630
3368;FIG|691.12.PEG.4124;BA890_RS16635
3369;FIG|691.12.PEG.4125;BA890_RS16640
3370;FIG|691.12.PEG.4126;BA890_RS16645
3371;FIG|691.12.PEG.4127;BA890_RS16650
3372;FIG|691.12.PEG.4128;BA890_RS16655
3373;FIG|691.12.PEG.4129;BA890_RS16660
3374;FIG|691.12.PEG.413;BA890_RS10960
3375;FIG|691.12.PEG.4130;BA890_RS16665
3376;FIG|691.12.PEG.4131;BA890_RS16670
3377;FIG|691.12.PEG.4132;BA890_RS16680
3378;FIG|691.12.PEG.4133;BA890_RS16685
3379;FIG|691.12.PEG.4134;BA890_RS16690
3380;FIG|691.12.PEG.4135;BA890_RS16695
3381;FIG|691.12.PEG.4136;BA890_RS16700
3382;FIG|691.12.PEG.4137;BA890_RS16705
3383;FIG|691.12.PEG.4138;BA890_RS16710
3384;FIG|691.12.PEG.4139;BA890_RS16715
3385;FIG|691.12.PEG.414;BA890_RS10955
3386;FIG|691.12.PEG.4140;BA890_RS16720
3387;FIG|691.12.PEG.4141;BA890_RS16725
3388;FIG|691.12.PEG.4142;BA890_RS16730
3389;FIG|691.12.PEG.4144;BA890_RS16735
3390;FIG|691.12.PEG.4145;BA890_RS16740
3391;FIG|691.12.PEG.4146;BA890_RS16745
3392;FIG|691.12.PEG.4147;BA890_RS16750
3393;FIG|691.12.PEG.4148;BA890_RS16755
3394;FIG|691.12.PEG.4149;BA890_RS16760
3395;FIG|691.12.PEG.415;BA890_RS10950
3396;FIG|691.12.PEG.4150;BA890_RS16765
3397;FIG|691.12.PEG.4151;BA890_RS16770
3398;FIG|691.12.PEG.4153;BA890_RS16780
3399;FIG|691.12.PEG.4154;BA890_RS16785
3400;FIG|691.12.PEG.4155;BA890_RS16790
3401;FIG|691.12.PEG.4156;BA890_RS16795
3402;FIG|691.12.PEG.4158;BA890_RS16800
3403;FIG|691.12.PEG.4159;BA890_RS16805
3404;FIG|691.12.PEG.416;BA890_RS10945
3405;FIG|691.12.PEG.4160;BA890_RS16810
3406;FIG|691.12.PEG.4161;BA890_RS16815
3407;FIG|691.12.PEG.4162;BA890_RS16820
3408;FIG|691.12.PEG.4163;BA890_RS16825
3409;FIG|691.12.PEG.4164;BA890_RS16830
3410;FIG|691.12.PEG.4165;BA890_RS16835
3411;FIG|691.12.PEG.4166;BA890_RS16840
3412;FIG|691.12.PEG.4167;BA890_RS16845
3413;FIG|691.12.PEG.4168;BA890_RS16850
3414;FIG|691.12.PEG.4169;BA890_RS16855
3415;FIG|691.12.PEG.417;BA890_RS10940
3416;FIG|691.12.PEG.4170;BA890_RS16860
3417;FIG|691.12.PEG.4171;BA890_RS16865
3418;FIG|691.12.PEG.4172;BA890_RS16870
3419;FIG|691.12.PEG.4173;BA890_RS16875
3420;FIG|691.12.PEG.4174;BA890_RS16880
3421;FIG|691.12.PEG.4175;BA890_RS16885
3422;FIG|691.12.PEG.4176;BA890_RS16890
3423;FIG|691.12.PEG.4177;BA890_RS16895
3424;FIG|691.12.PEG.4178;BA890_RS16900
3425;FIG|691.12.PEG.4179;BA890_RS16905
3426;FIG|691.12.PEG.418;BA890_RS10935
3427;FIG|691.12.PEG.4180;BA890_RS16910
3428;FIG|691.12.PEG.4181;BA890_RS16915
3429;FIG|691.12.PEG.4182;BA890_RS16920
3430;FIG|691.12.PEG.4183;BA890_RS16925
3431;FIG|691.12.PEG.4184;BA890_RS16930
3432;FIG|691.12.PEG.4185;BA890_RS16935
3433;FIG|691.12.PEG.4186;BA890_RS16940
3434;FIG|691.12.PEG.4187;BA890_RS16945
3435;FIG|691.12.PEG.4188;BA890_RS16950
3436;FIG|691.12.PEG.4189;BA890_RS16955
3437;FIG|691.12.PEG.419;BA890_RS10930
3438;FIG|691.12.PEG.4190;BA890_RS16960
3439;FIG|691.12.PEG.4191;BA890_RS16965
3440;FIG|691.12.PEG.4192;BA890_RS16970
3441;FIG|691.12.PEG.4193;BA890_RS16975
3442;FIG|691.12.PEG.4194;BA890_RS16980
3443;FIG|691.12.PEG.4195;BA890_RS16985
3444;FIG|691.12.PEG.4196;BA890_RS16990
3445;FIG|691.12.PEG.4197;BA890_RS16995
3446;FIG|691.12.PEG.4198;BA890_RS17000
3447;FIG|691.12.PEG.4199;BA890_RS17005
3448;FIG|691.12.PEG.42;BA890_RS12965
3449;FIG|691.12.PEG.420;BA890_RS10925
3450;FIG|691.12.PEG.4200;BA890_RS17010
3451;FIG|691.12.PEG.4201;BA890_RS17015
3452;FIG|691.12.PEG.4202;BA890_RS17020
3453;FIG|691.12.PEG.4203;BA890_RS17025
3454;FIG|691.12.PEG.4204;BA890_RS17030
3455;FIG|691.12.PEG.4205;BA890_RS17035
3456;FIG|691.12.PEG.4206;BA890_RS17040
3457;FIG|691.12.PEG.4207;BA890_RS17045
3458;FIG|691.12.PEG.4208;BA890_RS17050
3459;FIG|691.12.PEG.4209;BA890_RS17055
3460;FIG|691.12.PEG.421;BA890_RS10920
3461;FIG|691.12.PEG.4210;BA890_RS17060
3462;FIG|691.12.PEG.4211;BA890_RS17065
3463;FIG|691.12.PEG.4212;BA890_RS17070
3464;FIG|691.12.PEG.4213;BA890_RS17080
3465;FIG|691.12.PEG.4214;BA890_RS17085
3466;FIG|691.12.PEG.4215;BA890_RS17090
3467;FIG|691.12.PEG.4216;BA890_RS17095
3468;FIG|691.12.PEG.4217;BA890_RS17100
3469;FIG|691.12.PEG.4218;BA890_RS17110
3470;FIG|691.12.PEG.4219;BA890_RS17115
3471;FIG|691.12.PEG.422;BA890_RS10915
3472;FIG|691.12.PEG.4220;BA890_RS17120
3473;FIG|691.12.PEG.4221;BA890_RS17125
3474;FIG|691.12.PEG.4222;BA890_RS17130
3475;FIG|691.12.PEG.4223;BA890_RS17135
3476;FIG|691.12.PEG.4224;BA890_RS17140
3477;FIG|691.12.PEG.4225;BA890_RS17145
3478;FIG|691.12.PEG.4226;BA890_RS17150
3479;FIG|691.12.PEG.4227;BA890_RS17155
3480;FIG|691.12.PEG.4228;BA890_RS17160
3481;FIG|691.12.PEG.4229;BA890_RS17165
3482;FIG|691.12.PEG.423;BA890_RS10910
3483;FIG|691.12.PEG.4230;BA890_RS17170
3484;FIG|691.12.PEG.4231;BA890_RS17175
3485;FIG|691.12.PEG.4232;BA890_RS17180
3486;FIG|691.12.PEG.4233;BA890_RS17185
3487;FIG|691.12.PEG.4234;BA890_RS17190
3488;FIG|691.12.PEG.4235;BA890_RS17200
3489;FIG|691.12.PEG.4236;BA890_RS17205
3490;FIG|691.12.PEG.4237;BA890_RS17210
3491;FIG|691.12.PEG.4238;BA890_RS17215
3492;FIG|691.12.PEG.4239;BA890_RS17220
3493;FIG|691.12.PEG.424;BA890_RS10905
3494;FIG|691.12.PEG.4240;BA890_RS17225
3495;FIG|691.12.PEG.4241;BA890_RS17230
3496;FIG|691.12.PEG.4242;BA890_RS17235
3497;FIG|691.12.PEG.4243;BA890_RS17240
3498;FIG|691.12.PEG.4244;BA890_RS17245
3499;FIG|691.12.PEG.4245;BA890_RS17250
3500;FIG|691.12.PEG.4246;BA890_RS17255
3501;FIG|691.12.PEG.4247;BA890_RS17260
3502;FIG|691.12.PEG.4248;BA890_RS17265
3503;FIG|691.12.PEG.4249;BA890_RS17270
3504;FIG|691.12.PEG.425;BA890_RS10900
3505;FIG|691.12.PEG.4250;BA890_RS17275
3506;FIG|691.12.PEG.4252;BA890_RS17280
3507;FIG|691.12.PEG.4253;BA890_RS17285
3508;FIG|691.12.PEG.4254;BA890_RS23575
3509;FIG|691.12.PEG.4255;BA890_RS17290
3510;FIG|691.12.PEG.4256;BA890_RS17295
3511;FIG|691.12.PEG.4257;BA890_RS17300
3512;FIG|691.12.PEG.4258;BA890_RS17305
3513;FIG|691.12.PEG.4259;BA890_RS17310
3514;FIG|691.12.PEG.426;BA890_RS10895
3515;FIG|691.12.PEG.4260;BA890_RS17315
3516;FIG|691.12.PEG.4261;BA890_RS17320
3517;FIG|691.12.PEG.4262;BA890_RS17325
3518;FIG|691.12.PEG.4263;BA890_RS17330
3519;FIG|691.12.PEG.4264;BA890_RS17335
3520;FIG|691.12.PEG.4265;BA890_RS17340
3521;FIG|691.12.PEG.4266;BA890_RS17345
3522;FIG|691.12.PEG.4267;BA890_RS17350
3523;FIG|691.12.PEG.4268;BA890_RS17355
3524;FIG|691.12.PEG.4269;BA890_RS17360
3525;FIG|691.12.PEG.427;BA890_RS10890
3526;FIG|691.12.PEG.4270;BA890_RS17365
3527;FIG|691.12.PEG.4272;BA890_RS17370
3528;FIG|691.12.PEG.4273;BA890_RS17375
3529;FIG|691.12.PEG.4274;BA890_RS17380
3530;FIG|691.12.PEG.4275;BA890_RS17385
3531;FIG|691.12.PEG.4276;BA890_RS17390
3532;FIG|691.12.PEG.4277;BA890_RS17395
3533;FIG|691.12.PEG.428;BA890_RS10885
3534;FIG|691.12.PEG.4280;BA890_RS17405
3535;FIG|691.12.PEG.4281;BA890_RS17410
3536;FIG|691.12.PEG.4282;BA890_RS17415
3537;FIG|691.12.PEG.4283;BA890_RS17420
3538;FIG|691.12.PEG.4284;BA890_RS17425
3539;FIG|691.12.PEG.4285;BA890_RS17430
3540;FIG|691.12.PEG.4286;BA890_RS17435
3541;FIG|691.12.PEG.4287;BA890_RS17440
3542;FIG|691.12.PEG.4288;BA890_RS17445
3543;FIG|691.12.PEG.4289;BA890_RS17450
3544;FIG|691.12.PEG.429;BA890_RS10880
3545;FIG|691.12.PEG.4291;BA890_RS17455
3546;FIG|691.12.PEG.4292;BA890_RS17460
3547;FIG|691.12.PEG.4293;BA890_RS17465
3548;FIG|691.12.PEG.4294;BA890_RS17470
3549;FIG|691.12.PEG.4295;BA890_RS17475
3550;FIG|691.12.PEG.4296;BA890_RS17480
3551;FIG|691.12.PEG.4297;BA890_RS17485
3552;FIG|691.12.PEG.4298;BA890_RS17490
3553;FIG|691.12.PEG.4299;BA890_RS17495
3554;FIG|691.12.PEG.43;BA890_RS12960
3555;FIG|691.12.PEG.430;BA890_RS10875
3556;FIG|691.12.PEG.4300;BA890_RS17500
3557;FIG|691.12.PEG.4301;BA890_RS17505
3558;FIG|691.12.PEG.4302;BA890_RS17510
3559;FIG|691.12.PEG.4303;BA890_RS17515
3560;FIG|691.12.PEG.4304;BA890_RS17520
3561;FIG|691.12.PEG.4305;BA890_RS17525
3562;FIG|691.12.PEG.4306;BA890_RS17530
3563;FIG|691.12.PEG.4307;BA890_RS17535
3564;FIG|691.12.PEG.4308;BA890_RS17540
3565;FIG|691.12.PEG.4309;BA890_RS17545
3566;FIG|691.12.PEG.431;BA890_RS10870
3567;FIG|691.12.PEG.4310;BA890_RS17550
3568;FIG|691.12.PEG.4311;BA890_RS17555
3569;FIG|691.12.PEG.4312;BA890_RS17560
3570;FIG|691.12.PEG.4313;BA890_RS17565
3571;FIG|691.12.PEG.4314;BA890_RS17570
3572;FIG|691.12.PEG.4315;BA890_RS17575
3573;FIG|691.12.PEG.4316;BA890_RS17580
3574;FIG|691.12.PEG.4317;BA890_RS17585
3575;FIG|691.12.PEG.4318;BA890_RS17590
3576;FIG|691.12.PEG.4319;BA890_RS17595
3577;FIG|691.12.PEG.432;BA890_RS10865
3578;FIG|691.12.PEG.4320;BA890_RS17600
3579;FIG|691.12.PEG.4321;BA890_RS17605
3580;FIG|691.12.PEG.4322;BA890_RS17610
3581;FIG|691.12.PEG.4323;BA890_RS17615
3582;FIG|691.12.PEG.4324;BA890_RS17620
3583;FIG|691.12.PEG.4325;BA890_RS17625
3584;FIG|691.12.PEG.4326;BA890_RS17630
3585;FIG|691.12.PEG.4327;BA890_RS17635
3586;FIG|691.12.PEG.4328;BA890_RS17640
3587;FIG|691.12.PEG.4329;BA890_RS17645
3588;FIG|691.12.PEG.433;BA890_RS10860
3589;FIG|691.12.PEG.4330;BA890_RS17650
3590;FIG|691.12.PEG.4331;BA890_RS17655
3591;FIG|691.12.PEG.4332;BA890_RS17660
3592;FIG|691.12.PEG.4333;BA890_RS17665
3593;FIG|691.12.PEG.4334;BA890_RS17670
3594;FIG|691.12.PEG.4335;BA890_RS17675
3595;FIG|691.12.PEG.4336;BA890_RS17680
3596;FIG|691.12.PEG.4337;BA890_RS17685
3597;FIG|691.12.PEG.4339;BA890_RS17690
3598;FIG|691.12.PEG.434;BA890_RS10855
3599;FIG|691.12.PEG.4340;BA890_RS17695
3600;FIG|691.12.PEG.4341;BA890_RS17700
3601;FIG|691.12.PEG.4342;BA890_RS17705
3602;FIG|691.12.PEG.4343;BA890_RS17710
3603;FIG|691.12.PEG.4344;BA890_RS17715
3604;FIG|691.12.PEG.4346;BA890_RS17720
3605;FIG|691.12.PEG.4347;BA890_RS17725
3606;FIG|691.12.PEG.4348;BA890_RS17730
3607;FIG|691.12.PEG.4349;BA890_RS23590
3608;FIG|691.12.PEG.435;BA890_RS10850
3609;FIG|691.12.PEG.4350;BA890_RS17735
3610;FIG|691.12.PEG.4351;BA890_RS17740
3611;FIG|691.12.PEG.4352;BA890_RS17745
3612;FIG|691.12.PEG.4353;BA890_RS17750
3613;FIG|691.12.PEG.4354;BA890_RS17755
3614;FIG|691.12.PEG.4355;BA890_RS17760
3615;FIG|691.12.PEG.4357;BA890_RS17765
3616;FIG|691.12.PEG.4358;BA890_RS17770
3617;FIG|691.12.PEG.4359;BA890_RS17775
3618;FIG|691.12.PEG.436;BA890_RS10845
3619;FIG|691.12.PEG.4360;BA890_RS17780
3620;FIG|691.12.PEG.4361;BA890_RS17785
3621;FIG|691.12.PEG.4362;BA890_RS17790
3622;FIG|691.12.PEG.4363;BA890_RS17795
3623;FIG|691.12.PEG.4364;BA890_RS17800
3624;FIG|691.12.PEG.4365;BA890_RS17805
3625;FIG|691.12.PEG.4366;BA890_RS17810
3626;FIG|691.12.PEG.4367;BA890_RS17815
3627;FIG|691.12.PEG.4368;BA890_RS17820
3628;FIG|691.12.PEG.4369;BA890_RS17825
3629;FIG|691.12.PEG.437;BA890_RS10840
3630;FIG|691.12.PEG.4370;BA890_RS17830
3631;FIG|691.12.PEG.4371;BA890_RS17835
3632;FIG|691.12.PEG.4372;BA890_RS17840
3633;FIG|691.12.PEG.4373;BA890_RS17845
3634;FIG|691.12.PEG.4374;BA890_RS17850
3635;FIG|691.12.PEG.4375;BA890_RS17855
3636;FIG|691.12.PEG.4376;BA890_RS17860
3637;FIG|691.12.PEG.4377;BA890_RS17865
3638;FIG|691.12.PEG.4378;BA890_RS17870
3639;FIG|691.12.PEG.4379;BA890_RS17875
3640;FIG|691.12.PEG.438;BA890_RS10835
3641;FIG|691.12.PEG.4380;BA890_RS17880
3642;FIG|691.12.PEG.4381;BA890_RS17885
3643;FIG|691.12.PEG.4382;BA890_RS17890
3644;FIG|691.12.PEG.4383;BA890_RS17895
3645;FIG|691.12.PEG.4384;BA890_RS17900
3646;FIG|691.12.PEG.4385;BA890_RS17905
3647;FIG|691.12.PEG.4386;BA890_RS17910
3648;FIG|691.12.PEG.4387;BA890_RS17915
3649;FIG|691.12.PEG.4388;BA890_RS17920
3650;FIG|691.12.PEG.4389;BA890_RS17925
3651;FIG|691.12.PEG.439;BA890_RS10830
3652;FIG|691.12.PEG.4391;BA890_RS17930
3653;FIG|691.12.PEG.4392;BA890_RS17935
3654;FIG|691.12.PEG.4393;BA890_RS17940
3655;FIG|691.12.PEG.4394;BA890_RS17945
3656;FIG|691.12.PEG.4395;BA890_RS17950
3657;FIG|691.12.PEG.4396;BA890_RS17955
3658;FIG|691.12.PEG.4397;BA890_RS17960
3659;FIG|691.12.PEG.4398;BA890_RS17965
3660;FIG|691.12.PEG.4399;BA890_RS17970
3661;FIG|691.12.PEG.44;BA890_RS12955
3662;FIG|691.12.PEG.440;BA890_RS10825
3663;FIG|691.12.PEG.4400;BA890_RS17975
3664;FIG|691.12.PEG.4401;BA890_RS17980
3665;FIG|691.12.PEG.4402;BA890_RS17985
3666;FIG|691.12.PEG.4403;BA890_RS17990
3667;FIG|691.12.PEG.4404;BA890_RS17995
3668;FIG|691.12.PEG.4405;BA890_RS18000
3669;FIG|691.12.PEG.4406;BA890_RS18005
3670;FIG|691.12.PEG.4407;BA890_RS18010
3671;FIG|691.12.PEG.4408;BA890_RS18015
3672;FIG|691.12.PEG.4409;BA890_RS18020
3673;FIG|691.12.PEG.441;BA890_RS10820
3674;FIG|691.12.PEG.4410;BA890_RS18025
