,FIG,NCBI_protein_ID,NCBI_chr,NCBI_locus,NCBI_protein_desc,NCBI_location
2610,FIG|691.12.PEG.2707,ALR17000.1,CP009977.1,PN96_13990,methyltransferase,complement(3044742..3045341)
2611,FIG|691.12.PEG.2708,ALR17001.1,CP009977.1,PN96_13995,cell division protein FtsY,3045565..3046776
2612,FIG|691.12.PEG.2709,ALR17002.1,CP009977.1,PN96_14000,cell division protein FtsE,3046799..3047473
2613,FIG|691.12.PEG.2710,ALR17003.1,CP009977.1,PN96_14005,cell division protein FtsX,3047463..3048431
2614,FIG|691.12.PEG.2711,ALR17004.1,CP009977.1,PN96_14010,RNA polymerase factor sigma-32,3048607..3049464
2615,FIG|691.12.PEG.2712,ALR17005.1,CP009977.1,PN96_14015,thiosulfate sulfurtransferase,3049957..3050277
2616,FIG|691.12.PEG.2713,ALR17006.1,CP009977.1,PN96_14020,intramembrane serine protease GlpG,3050277..3051119
2617,FIG|691.12.PEG.2714,ALR17007.1,CP009977.1,PN96_14025,flagellar basal body-associated protein FliL-like protein,complement(3051183..3051593)
2618,FIG|691.12.PEG.2715,ALR17008.1,CP009977.1,PN96_14030,chorismate--pyruvate lyase,3051746..3052285
2619,FIG|691.12.PEG.2716,ALR17009.1,CP009977.1,PN96_14035,4-hydroxybenzoate polyprenyltransferase,3052286..3053140
2620,FIG|691.12.PEG.2717,ALR17010.1,CP009977.1,PN96_14040,glycerol-3-phosphate acyltransferase,complement(3053197..3055623)
2621,FIG|691.12.PEG.2718,ALR17011.1,CP009977.1,PN96_14045,LexA family transcriptional regulator,3055987..3056607
2622,FIG|691.12.PEG.2719,ALR17012.1,CP009977.1,PN96_14050,methyltransferase,3056789..3057583
2623,FIG|691.12.PEG.2720,ALR17013.1,CP009977.1,PN96_14055,multidrug transporter MatE,3057639..3058982
2624,FIG|691.12.PEG.2721,ALR17014.1,CP009977.1,PN96_14060,pyridine nucleotide transhydrogenase,complement(3059049..3060449)
2625,FIG|691.12.PEG.2722,ALR17015.1,CP009977.1,PN96_14065,transcriptional regulator,3060744..3061385
2626,FIG|691.12.PEG.2723,ALR17016.1,CP009977.1,PN96_14070,membrane protein,3061385..3061756
2627,FIG|691.12.PEG.2724,ALR17017.1,CP009977.1,PN96_14075,tRNA (uracil-5-)-methyltransferase,complement(3061819..3062925)
2628,FIG|691.12.PEG.2725,ALR17018.1,CP009977.1,PN96_14080,ligand-gated channel,3063372..3065207
2629,FIG|691.12.PEG.2726,ALR17019.1,CP009977.1,PN96_14085,ATPase,3065273..3065956
2630,FIG|691.12.PEG.2727,ALR17020.1,CP009977.1,PN96_14090,glutamate racemase,3065997..3066812
2631,FIG|691.12.PEG.2728,ALR17299.1,CP009977.1,PN96_14095,RNA-binding protein,complement(3066766..3067221)
2632,FIG|691.12.PEG.2730,ALR17021.1,CP009977.1,PN96_14150,transposase,complement(3078697..3079230)
2633,FIG|691.12.PEG.2731,ALR17022.1,CP009977.1,PN96_14155,hypothetical protein,complement(3079441..3082260)
2634,FIG|691.12.PEG.2732,ALR17023.1,CP009977.1,PN96_14160,hypothetical protein,complement(3082403..3083248)
2635,FIG|691.12.PEG.2733,ALR17024.1,CP009977.1,PN96_14165,hypothetical protein,complement(3083266..3083733)
2636,FIG|691.12.PEG.2734,ALR17025.1,CP009977.1,PN96_14170,hypothetical protein,complement(3083806..3084420)
2637,FIG|691.12.PEG.2735,ALR17026.1,CP009977.1,PN96_14175,hypothetical protein,complement(3084609..3085355)
2638,FIG|691.12.PEG.2736,ALR17027.1,CP009977.1,PN96_14180,Fis family transcriptional regulator,complement(3085974..3086270)
2639,FIG|691.12.PEG.2737,ALR17300.1,CP009977.1,PN96_14185,tRNA-dihydrouridine synthase B,complement(3086294..3087262)
2640,FIG|691.12.PEG.2738,ALR17028.1,CP009977.1,PN96_14190,ribosomal protein L11 methyltransferase,complement(3087402..3088289)
2641,FIG|691.12.PEG.2739,ALR17029.1,CP009977.1,PN96_14195,acetyl-CoA carboxylase,complement(3088420..3089763)
2642,FIG|691.12.PEG.2740,ALR17030.1,CP009977.1,PN96_14200,acetyl-CoA carboxylase,complement(3089778..3090236)
2643,FIG|691.12.PEG.2741,ALR17031.1,CP009977.1,PN96_14205,3-dehydroquinate dehydratase,complement(3090297..3090746)
2644,FIG|691.12.PEG.2742,ALR17032.1,CP009977.1,PN96_14210,acetyl-CoA synthetase,complement(3091051..3093000)
2645,FIG|691.12.PEG.2743,ALR17033.1,CP009977.1,PN96_14215,DNA polymerase III subunit epsilon,complement(3093294..3093923)
2646,FIG|691.12.PEG.2744,ALR17034.1,CP009977.1,PN96_14220,cyclic nucleotide-binding protein,complement(3093954..3095780)
2647,FIG|691.12.PEG.2745,ALR17035.1,CP009977.1,PN96_14225,MFS transporter,3096011..3097201
2648,FIG|691.12.PEG.2746,ALR17036.1,CP009977.1,PN96_14230,histidine kinase,3097322..3100756
2649,FIG|691.12.PEG.2747,ALR17037.1,CP009977.1,PN96_14235,aspartate ammonia-lyase,complement(3100832..3102217)
2650,FIG|691.12.PEG.2748,ALR17038.1,CP009977.1,PN96_14240,hypothetical protein,complement(3102382..3102864)
2651,FIG|691.12.PEG.2749,ALR17039.1,CP009977.1,PN96_14245,sodium:solute symporter,complement(3102970..3104697)
2652,FIG|691.12.PEG.2750,ALR17040.1,CP009977.1,PN96_14250,RNA polymerase subunit sigma-32,complement(3104710..3104973)
2653,FIG|691.12.PEG.2751,ALR17041.1,CP009977.1,PN96_14255,potassium/proton antiporter,3105362..3107104
2654,FIG|691.12.PEG.2752,ALR17042.1,CP009977.1,PN96_14260,LuxR family transcriptional regulator,complement(3107108..3107737)
2655,FIG|691.12.PEG.2753,ALR17043.1,CP009977.1,PN96_14265,thiol:disulfide interchange protein,complement(3107931..3109751)
2656,FIG|691.12.PEG.2754,ALR17044.1,CP009977.1,PN96_14270,C4-dicarboxylate ABC transporter,complement(3109913..3111220)
2657,FIG|691.12.PEG.2755,ALR17045.1,CP009977.1,PN96_14275,aspartate ammonia-lyase,complement(3111393..3112844)
2658,FIG|691.12.PEG.2757,ALR17046.1,CP009977.1,PN96_14280,exclusion suppressor FxsA,3113230..3113763
2659,FIG|691.12.PEG.2758,ALR17047.1,CP009977.1,PN96_14285,RNA methyltransferase,complement(3113834..3114313)
2660,FIG|691.12.PEG.2759,ALR17048.1,CP009977.1,PN96_14290,two-component sensor protein,complement(3114508..3115905)
2661,FIG|691.12.PEG.2760,ALR17049.1,CP009977.1,PN96_14295,transcriptional regulator,complement(3115905..3116594)
2662,FIG|691.12.PEG.2761,ALR17050.1,CP009977.1,PN96_14300,periplasmic repressor CpxP,3116785..3117297
2663,FIG|691.12.PEG.2762,ALR17051.1,CP009977.1,PN96_14305,ferrous iron transporter,3117420..3118328
2664,FIG|691.12.PEG.2763,ALR17052.1,CP009977.1,PN96_14310,6-phosphofructokinase,3118614..3119576
2665,FIG|691.12.PEG.2764,ALR17053.1,CP009977.1,PN96_14315,multidrug transporter MatE,complement(3119663..3121048)
2666,FIG|691.12.PEG.2765,ALR17054.1,CP009977.1,PN96_14320,molecular chaperone GroES,3121267..3121557
2667,FIG|691.12.PEG.2766,ALR17055.1,CP009977.1,PN96_14325,molecular chaperone GroEL,3121635..3123281
2668,FIG|691.12.PEG.2768,ALR17057.1,CP009977.1,PN96_14335,resolvase,complement(3124710..3125273)
2669,FIG|691.12.PEG.2769,ALR17058.1,CP009977.1,PN96_14340,integrase,complement(3125419..3126714)
2670,FIG|691.12.PEG.2771,ALR17059.1,CP009977.1,PN96_14345,phaC PHA synthase,3127225..3127788
2671,FIG|691.12.PEG.2772,ALR17060.1,CP009977.1,PN96_14350,membrane protein,complement(3127864..3128358)
2672,FIG|691.12.PEG.2773,ALR17061.1,CP009977.1,PN96_14355,"lysine 2,3-aminomutase",complement(3128464..3129486)
2673,FIG|691.12.PEG.2774,ALR17062.1,CP009977.1,PN96_14360,elongation factor P,3129519..3130085
2674,FIG|691.12.PEG.2775,ALR17063.1,CP009977.1,PN96_14365,hypothetical protein,3130348..3131751
2675,FIG|691.12.PEG.2776,ALR17064.1,CP009977.1,PN96_14370,fumarate reductase,complement(3131852..3132229)
2676,FIG|691.12.PEG.2777,ALR17065.1,CP009977.1,PN96_14375,fumarate reductase,complement(3132241..3132624)
2677,FIG|691.12.PEG.2778,ALR17066.1,CP009977.1,PN96_14380,fumarate reductase,complement(3132621..3133367)
2678,FIG|691.12.PEG.2779,ALR17067.1,CP009977.1,PN96_14385,fumarate reductase,complement(3133367..3135172)
2679,FIG|691.12.PEG.2780,ALR17068.1,CP009977.1,PN96_14390,poxB regulator PoxA,3135621..3136592
2680,FIG|691.12.PEG.2781,ALR17069.1,CP009977.1,PN96_14395,antibiotic resistance protein VanZ,3136602..3136976
2681,FIG|691.12.PEG.2782,ALR17070.1,CP009977.1,PN96_14400,TetR family transcriptional regulator,3136998..3137633
2682,FIG|691.12.PEG.2783,ALR17071.1,CP009977.1,PN96_14405,acetyltransferase,3137768..3138724
2683,FIG|691.12.PEG.2784,ALR17072.1,CP009977.1,PN96_14410,peptidase M23,complement(3138791..3139939)
2684,FIG|691.12.PEG.2785,ALR17073.1,CP009977.1,PN96_14415,serine acetyltransferase,complement(3139969..3140790)
2685,FIG|691.12.PEG.2786,ALR17074.1,CP009977.1,PN96_14420,glycerol-3-phosphate dehydrogenase,complement(3140863..3141900)
2686,FIG|691.12.PEG.2787,ALR17075.1,CP009977.1,PN96_14425,preprotein translocase subunit SecB,complement(3142111..3142581)
2687,FIG|691.12.PEG.2788,ALR17076.1,CP009977.1,PN96_14430,hypothetical protein,complement(3142788..3143222)
2688,FIG|691.12.PEG.2789,ALR17077.1,CP009977.1,PN96_14435,phosphoglyceromutase,3143777..3145309
2689,FIG|691.12.PEG.2790,ALR17078.1,CP009977.1,PN96_14440,membrane protein,complement(3145381..3146268)
2690,FIG|691.12.PEG.2791,ALR17079.1,CP009977.1,PN96_14445,dihydroorotate dehydrogenase,complement(3146433..3147848)
2691,FIG|691.12.PEG.2792,ALR17080.1,CP009977.1,PN96_14450,phosphatidylserine decarboxylase,complement(3148027..3148884)
2692,FIG|691.12.PEG.2793,ALR17081.1,CP009977.1,PN96_14455,GTPase RsgA,complement(3149001..3150065)
2693,FIG|691.12.PEG.2794,ALR17082.1,CP009977.1,PN96_14460,oligoribonuclease,3150195..3150740
2694,FIG|691.12.PEG.2795,ALR17083.1,CP009977.1,PN96_14525,epoxyqueuosine reductase,complement(3152798..3153925)
2695,FIG|691.12.PEG.2796,ALR17084.1,CP009977.1,PN96_14530,ATPase,3154239..3154703
2696,FIG|691.12.PEG.2797,ALR17085.1,CP009977.1,PN96_14535,N-acetylmuramoyl-L-alanine amidase,3154697..3156412
2697,FIG|691.12.PEG.2798,ALR17086.1,CP009977.1,PN96_14540,DNA mismatch repair protein MutL,3156430..3158460
2698,FIG|691.12.PEG.2799,ALR17087.1,CP009977.1,PN96_14545,tRNA dimethylallyltransferase,3158457..3159389
2699,FIG|691.12.PEG.2800,ALR17088.1,CP009977.1,PN96_14550,RNA-binding protein Hfq,3159583..3159846
2700,FIG|691.12.PEG.2801,ALR17089.1,CP009977.1,PN96_14555,GTPase HflX,3159885..3161174
2701,FIG|691.12.PEG.2802,ALR17090.1,CP009977.1,PN96_14560,membrane protease HflK,3161220..3162422
2702,FIG|691.12.PEG.2803,ALR17091.1,CP009977.1,PN96_14565,protein HflC,3162425..3163405
2703,FIG|691.12.PEG.2804,ALR17092.1,CP009977.1,PN96_14570,membrane protein,complement(3163481..3163666)
2704,FIG|691.12.PEG.2805,ALR17093.1,CP009977.1,PN96_14575,adenylosuccinate synthetase,3163829..3165145
2705,FIG|691.12.PEG.2806,ALR17094.1,CP009977.1,PN96_14580,flagellar protein MotX,3165388..3166023
2706,FIG|691.12.PEG.2807,ALR17095.1,CP009977.1,PN96_14585,dihydropteridine reductase,complement(3166094..3167278)
2707,FIG|691.12.PEG.2808,ALR17096.1,CP009977.1,PN96_14590,transcriptional repressor NsrR,3167389..3167814
2708,FIG|691.12.PEG.2809,ALR17097.1,CP009977.1,PN96_14595,exoribonuclease R,3167931..3170450
2709,FIG|691.12.PEG.2810,ALR17098.1,CP009977.1,PN96_14600,23S rRNA methyltransferase,3170550..3171293
2710,FIG|691.12.PEG.2811,ALR17099.1,CP009977.1,PN96_14605,phosphoglycolate phosphatase,3171386..3172072
2711,FIG|691.12.PEG.2812,ALR17100.1,CP009977.1,PN96_14610,tryptophanyl-tRNA synthetase,3172187..3173203
2712,FIG|691.12.PEG.2813,ALR17101.1,CP009977.1,PN96_14615,anthranilate synthase component II,3173422..3174009
2713,FIG|691.12.PEG.2814,ALR17102.1,CP009977.1,PN96_14620,acetylornithine aminotransferase,3174371..3175582
2714,FIG|691.12.PEG.2815,ALR17103.1,CP009977.1,PN96_14625,arginine N-succinyltransferase,3175799..3176818
2715,FIG|691.12.PEG.2816,ALR17104.1,CP009977.1,PN96_14630,succinylglutamate-semialdehyde dehydrogenase,3176847..3178304
2716,FIG|691.12.PEG.2817,ALR17105.1,CP009977.1,PN96_14635,succinyldiaminopimelate aminotransferase,3178690..3179481
2717,FIG|691.12.PEG.2818,ALR17106.1,CP009977.1,PN96_14640,Crp/Fnr family transcriptional regulator,complement(3179582..3180214)
2718,FIG|691.12.PEG.2819,ALR17107.1,CP009977.1,PN96_14645,phosphoribulokinase,complement(3180455..3181324)
2719,FIG|691.12.PEG.2820,ALR17108.1,CP009977.1,PN96_14650,hypothetical protein,complement(3181462..3181674)
2720,FIG|691.12.PEG.2821,ALR17109.1,CP009977.1,PN96_14655,hydrolase,complement(3181762..3182769)
2721,FIG|691.12.PEG.2822,ALR17110.1,CP009977.1,PN96_14660,hypothetical protein,complement(3182938..3183426)
2722,FIG|691.12.PEG.2823,ALR17301.1,CP009977.1,PN96_14665,ABC transporter ATP-binding protein,complement(3183423..3185342)
2723,FIG|691.12.PEG.2824,ALR17111.1,CP009977.1,PN96_14670,potassium transporter KefG,3185518..3186114
2724,FIG|691.12.PEG.2825,ALR17112.1,CP009977.1,PN96_14675,potassium transporter KefB,3186098..3187894
2725,FIG|691.12.PEG.2826,ALR17113.1,CP009977.1,PN96_14680,DNA-binding protein,3187928..3188128
2726,FIG|691.12.PEG.2827,ALR17114.1,CP009977.1,PN96_14685,peptidylprolyl isomerase,3188221..3188784
2727,FIG|691.12.PEG.2828,ALR17115.1,CP009977.1,PN96_14690,peptidase,3188901..3189842
2728,FIG|691.12.PEG.2829,ALR17116.1,CP009977.1,PN96_14695,protein SlyX-like protein,complement(3189913..3190140)
2729,FIG|691.12.PEG.2830,ALR17117.1,CP009977.1,PN96_14700,lipoprotein,complement(3190137..3191123)
2730,FIG|691.12.PEG.2831,ALR17118.1,CP009977.1,PN96_14705,peptidylprolyl isomerase,3191252..3192034
2731,FIG|691.12.PEG.2832,ALR17119.1,CP009977.1,PN96_14710,hypothetical protein,3192181..3192903
2732,FIG|691.12.PEG.2833,ALR17120.1,CP009977.1,PN96_14715,sulfur transfer complex subunit TusD,3192900..3193295
2733,FIG|691.12.PEG.2834,ALR17121.1,CP009977.1,PN96_14720,sulfur relay protein TusC,3193292..3193648
2734,FIG|691.12.PEG.2835,ALR17122.1,CP009977.1,PN96_14725,sulfur relay protein TusB,3193656..3193931
2735,FIG|691.12.PEG.2836,ALR17123.1,CP009977.1,PN96_14730,30S ribosomal protein S12,3194111..3194485
2736,FIG|691.12.PEG.2837,ALR17124.1,CP009977.1,PN96_14735,30S ribosomal protein S7,3194587..3195057
2737,FIG|691.12.PEG.2838,ALR17125.1,CP009977.1,PN96_14740,elongation factor G,3195133..3197232
2738,FIG|691.12.PEG.2839,ALR17126.1,CP009977.1,PN96_14745,elongation factor Tu,3197386..3198570
2739,FIG|691.12.PEG.2840,ALR17127.1,CP009977.1,PN96_14750,bacterioferritin,3199187..3199663
2740,FIG|691.12.PEG.2841,ALR17128.1,CP009977.1,PN96_14755,malate dehydrogenase,3199874..3201145
2741,FIG|691.12.PEG.2842,ALR17129.1,CP009977.1,PN96_14760,Met repressor,complement(3201258..3201578)
2742,FIG|691.12.PEG.2843,ALR17130.1,CP009977.1,PN96_14765,cystathionine gamma-synthase,3201805..3202968
2743,FIG|691.12.PEG.2844,ALR17131.1,CP009977.1,PN96_14770,aspartate kinase,3202978..3205386
2744,FIG|691.12.PEG.2845,ALR17132.1,CP009977.1,PN96_14775,"5,10-methylenetetrahydrofolate reductase",3205651..3206547
2745,FIG|691.12.PEG.2846,ALR17133.1,CP009977.1,PN96_14780,transcriptional regulator,complement(3206624..3207163)
2746,FIG|691.12.PEG.2848,ALR17134.1,CP009977.1,PN96_14785,phosphoenolpyruvate carboxylase,complement(3207605..3210238)
2747,FIG|691.12.PEG.2849,ALR17135.1,CP009977.1,PN96_14790,acetylornithine deacetylase,complement(3210516..3211652)
2748,FIG|691.12.PEG.2850,ALR17136.1,CP009977.1,PN96_14795,N-acetyl-gamma-glutamyl-phosphate reductase,3211797..3212801
2749,FIG|691.12.PEG.2851,ALR17137.1,CP009977.1,PN96_14800,acetylglutamate kinase,3212823..3213614
2750,FIG|691.12.PEG.2852,ALR17138.1,CP009977.1,PN96_14805,argininosuccinate synthase,3213704..3214918
2751,FIG|691.12.PEG.2853,ALR17139.1,CP009977.1,PN96_14810,amino-acid acetyltransferase,3215165..3217039
2752,FIG|691.12.PEG.2854,ALR17140.1,CP009977.1,PN96_14815,glutathione peroxidase,complement(3217253..3217981)
2753,FIG|691.12.PEG.2855,ALR17141.1,CP009977.1,PN96_14820,transcriptional regulator,3218140..3219048
2754,FIG|691.12.PEG.2856,ALR17142.1,CP009977.1,PN96_14825,penicillin-sensitive transpeptidase,complement(3219112..3221679)
2755,FIG|691.12.PEG.2857,ALR17143.1,CP009977.1,PN96_14830,pilus assembly protein PilM,3221823..3222839
2756,FIG|691.12.PEG.2858,ALR17144.1,CP009977.1,PN96_14835,pilus assembly protein PilN,3222823..3223398
2757,FIG|691.12.PEG.2859,ALR17145.1,CP009977.1,PN96_14840,fimbrial protein,3223391..3223984
2758,FIG|691.12.PEG.2860,ALR17146.1,CP009977.1,PN96_14845,fimbrial protein,3223974..3224489
2759,FIG|691.12.PEG.2861,ALR17147.1,CP009977.1,PN96_14850,fimbrial protein,3224521..3226260
2760,FIG|691.12.PEG.2862,ALR17148.1,CP009977.1,PN96_14855,shikimate kinase,3226449..3226967
2761,FIG|691.12.PEG.2863,ALR17149.1,CP009977.1,PN96_14860,3-dehydroquinate synthase,3226999..3228099
2762,FIG|691.12.PEG.2864,ALR17150.1,CP009977.1,PN96_14865,cell division protein DamX,3228152..3229645
2763,FIG|691.12.PEG.2865,ALR17151.1,CP009977.1,PN96_14870,DNA adenine methylase,3229715..3230554
2764,FIG|691.12.PEG.2866,ALR17152.1,CP009977.1,PN96_14875,ribulose-phosphate 3-epimerase,3230648..3231319
2765,FIG|691.12.PEG.2867,ALR17153.1,CP009977.1,PN96_14880,30S ribosomal protein S6,3231551..3231940
2766,FIG|691.12.PEG.2868,ALR17154.1,CP009977.1,PN96_14885,primosomal replication protein N,3231949..3232251
2767,FIG|691.12.PEG.2869,ALR17155.1,CP009977.1,PN96_14890,30S ribosomal protein S18,3232268..3232495
2768,FIG|691.12.PEG.2870,ALR17156.1,CP009977.1,PN96_14895,50S ribosomal protein L9,3232529..3232981
2769,FIG|691.12.PEG.2871,ALR17157.1,CP009977.1,PN96_14900,membrane protein,complement(3233069..3233794)
2770,FIG|691.12.PEG.2872,ALR17158.1,CP009977.1,PN96_14905,DNA helicase,3234154..3235554
2771,FIG|691.12.PEG.2873,ALR17302.1,CP009977.1,PN96_14910,alanine racemase,3235568..3236644
2772,FIG|691.12.PEG.2874,ALR17159.1,CP009977.1,PN96_14915,hypothetical protein,complement(3236702..3237121)
2773,FIG|691.12.PEG.2875,ALR17160.1,CP009977.1,PN96_14920,glucose-6-phosphate isomerase,3237428..3239080
2774,FIG|691.12.PEG.2876,ALR17161.1,CP009977.1,PN96_14925,chemotaxis protein CheX,complement(3239170..3239631)
2775,FIG|691.12.PEG.2877,ALR17162.1,CP009977.1,PN96_14930,XRE family transcriptional regulator,complement(3239647..3240105)
2776,FIG|691.12.PEG.2878,ALR17163.1,CP009977.1,PN96_14935,tRNA-dihydrouridine synthase A,3240449..3241429
2777,FIG|691.12.PEG.2879,ALR17164.1,CP009977.1,PN96_14940,phage-shock protein,3241593..3241808
2778,FIG|691.12.PEG.2880,ALR17165.1,CP009977.1,PN96_14945,iron-hydroxamate ABC transporter substrate-binding protein,3241917..3242576
2779,FIG|691.12.PEG.2881,ALR17166.1,CP009977.1,PN96_14950,RepB,3242727..3242957
2780,FIG|691.12.PEG.2882,ALR17167.1,CP009977.1,PN96_14955,sulfite reductase subunit alpha,3243075..3244946
2781,FIG|691.12.PEG.2883,ALR17168.1,CP009977.1,PN96_14960,sulfite reductase subunit beta,3244946..3246682
2782,FIG|691.12.PEG.2884,ALR17169.1,CP009977.1,PN96_14965,phosphoadenosine phosphosulfate reductase,3246675..3247454
2783,FIG|691.12.PEG.2886,ALR17303.1,CP009978.1,PN96_14985,capsular biosynthesis protein,1911..3125
2784,FIG|691.12.PEG.2887,ALR17304.1,CP009978.1,PN96_14990,capsular biosynthesis protein,3138..3671
2785,FIG|691.12.PEG.2888,ALR17305.1,CP009978.1,PN96_14995,capsular biosynthesis protein,3672..5867
2786,FIG|691.12.PEG.2889,ALR17306.1,CP009978.1,PN96_15000,capsular biosynthesis protein,5845..6663
2787,FIG|691.12.PEG.2890,ALR17307.1,CP009978.1,PN96_15005,capsular biosynthesis protein,6664..7710
2788,FIG|691.12.PEG.2891,ALR17308.1,CP009978.1,PN96_15010,ligase,7688..8926
2789,FIG|691.12.PEG.2892,ALR17309.1,CP009978.1,PN96_15015,capsular biosynthesis protein,8923..9756
2790,FIG|691.12.PEG.2893,ALR17310.1,CP009978.1,PN96_15020,capsular biosynthesis protein,9753..10784
2791,FIG|691.12.PEG.2894,ALR17311.1,CP009978.1,PN96_15025,capsular biosynthesis protein,10794..12101
2792,FIG|691.12.PEG.2895,ALR17313.1,CP009978.1,PN96_15035,hypothetical protein,12611..12937
2793,FIG|691.12.PEG.2896,ALR17314.1,CP009978.1,PN96_15040,TetR family transcriptional regulator,12971..13570
2794,FIG|691.12.PEG.2897,ALR17315.1,CP009978.1,PN96_15045,NADP-dependent oxidoreductase,13715..14749
2795,FIG|691.12.PEG.2898,ALR17316.1,CP009978.1,PN96_15050,glutathione S-transferase,14764..15381
2796,FIG|691.12.PEG.2900,ALR17317.1,CP009978.1,PN96_15055,2-hydroxy-3-oxopropionate reductase,complement(16061..16936)
2797,FIG|691.12.PEG.2901,ALR18824.1,CP009978.1,PN96_15060,CbbY,17151..17801
2798,FIG|691.12.PEG.2902,ALR17318.1,CP009978.1,PN96_15065,electron transfer flavoprotein,18080..18532
2799,FIG|691.12.PEG.2903,ALR17319.1,CP009978.1,PN96_15070,ethanolamine utilization protein EutQ,complement(18665..19015)
2800,FIG|691.12.PEG.2904,ALR17320.1,CP009978.1,PN96_15075,oxidoreductase,complement(19012..20328)
2801,FIG|691.12.PEG.2905,ALR17321.1,CP009978.1,PN96_15080,rubredoxin-NAD(+) reductase,complement(20341..21765)
2802,FIG|691.12.PEG.2906,ALR17322.1,CP009978.1,PN96_15085,aldehyde dehydrogenase,complement(21922..23346)
2803,FIG|691.12.PEG.2907,ALR17323.1,CP009978.1,PN96_15090,2Fe-2S ferredoxin,complement(23348..24535)
2804,FIG|691.12.PEG.2908,ALR17324.1,CP009978.1,PN96_15095,choline transporter,24857..26593
